"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","b_rbi","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_gnd_into_dp","b_hit_by_pitch","b_intent_walk","b_sac_bunt","b_sac_fly","xba","xslg","woba","xwoba","xobp","xiso","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Polanco, Jorge",593871,2022,28,375,445,88,56,16,0,16,95,64,21.3,14.4,".235",".405",".346","0.751","0.170","56","152","3","3","4","2","1","0","4",".249",".470",".333",".363",".362",".221","89","21.7",37.7,29,10.2,6.3,25.7,38.7,"99.924839571","94.156301183",25.7,42.4
"Cron, C.J.",543068,2022,32,575,632,148,88,28,3,29,164,43,25.9,6.8,".257",".468",".315","0.783","0.211","102","269","0","0","16","8","6","0","5",".239",".441",".335",".319",".301",".203","88.7","14.2",36.8,45,10.8,5.5,24.3,42.3,"101.410198894","94.867484771",24.3,47.7
"Nootbaar, Lars",663457,2022,24,290,347,66,33,16,3,14,71,51,20.5,14.7,".228",".448",".340","0.788","0.220","40","130","1","4","3","1","1","0","5",".246",".432",".342",".352",".359",".186","91.7","10.7",30.4,27,12.1,4.9,22.3,46,"101.790400273","95.340542192",23.9,39.2
"Schoop, Jonathan",570731,2022,30,481,510,97,62,23,1,11,107,19,21,3.7,".202",".322",".239","0.561","0.120","38","155","0","5","15","6","1","0","4",".228",".356",".245",".275",".267",".128","87","9.7",29.1,18,4.8,6.6,22,38.6,"99.967628556","93.993791257",28.2,55.5
"Taylor, Michael A.",572191,2022,31,414,456,105,83,10,3,9,109,35,23.9,7.7,".254",".357",".313","0.670","0.103","43","148","2","4","6","2","0","2","3",".225",".372",".297",".294",".289",".147","86.3","12.1",33.5,21,6.8,4.8,21.6,32.9,"98.005175695","93.019305249",29.3,51.5
"Taveras, Leody",665750,2022,23,314,341,82,61,14,2,5,88,21,25.8,6.2,".261",".366",".309","0.675","0.105","34","115","5","11","2","2","0","1","3",".226",".325",".297",".269",".277",".099","89.3","12",28.7,10,4.3,3,27.4,36.1,"99.307027387","93.803918054",28.5,49.2
"Kelly, Carson",608348,2022,27,317,354,67,42,18,0,7,71,29,20.1,8.2,".211",".334",".282","0.616","0.123","35","106","0","2","10","4","0","0","4",".225",".362",".275",".293",".297",".138","87.7","14.7",33.2,13,5.2,7.2,22.8,36.8,"98.3885","93.265690161",21.1,43.6
"Walsh, Jared",665120,2022,28,423,454,91,56,18,2,15,138,27,30.4,5.9,".215",".374",".269","0.643","0.159","44","158","1","2","6","4","4","0","0",".219",".383",".278",".282",".272",".164","90.1","10.7",34,27,9.5,6,24.6,42.5,"100.931193759","94.894355638",27.7,49.1
"Díaz, Aledmys",649557,2022,31,305,327,74,49,13,0,12,53,18,16.2,5.5,".243",".403",".287","0.690","0.160","38","123","1","1","7","2","0","0","2",".260",".405",".301",".310",".304",".145","86.6","12.4",30.3,16,6.3,5.9,24,36.8,"99.127629206","93.589932143",22.7,52.4
"Rodríguez, Julio",677594,2022,21,511,560,145,89,25,3,28,145,40,25.9,7.1,".284",".509",".345","0.854","0.225","75","260","7","25","7","8","4","0","1",".252",".478",".366",".342",".317",".226","92","10.1",32.7,48,13.1,8.4,19.3,50.7,"103.718795769","96.379006446",30.4,50.2
"Realmuto, J.T.",592663,2022,31,504,562,139,86,26,5,22,119,41,21.2,7.3,".276",".478",".342","0.820","0.202","84","241","1","21","7","12","1","0","5",".273",".476",".354",".354",".340",".203","90.3","13.1",35.6,44,11.3,6.7,26.7,47.2,"101.252893641","95.157569177",25.7,49
"Nimmo, Brandon",607043,2022,29,580,673,159,106,30,7,16,116,71,17.2,10.5,".274",".433",".367","0.800","0.159","64","251","2","3","9","16","0","3","3",".254",".405",".353",".337",".351",".152","89.4","6.1",28.1,33,7,3.6,25.1,39.8,"100.251301732","94.354698482",19.6,43.8
"Lindor, Francisco",596019,2022,28,630,706,170,114,25,5,26,133,59,18.8,8.4,".270",".449",".339","0.788","0.179","107","283","6","16","11","10","2","0","7",".253",".439",".342",".333",".325",".187","89.3","13.8",29.2,42,8.3,6.2,22.4,41.3,"99.740565418","94.14308743",22.9,47.8
"Pollock, AJ",572041,2022,34,489,527,120,79,26,1,14,98,32,18.6,6.1,".245",".389",".292","0.681","0.144","56","190","1","3","13","2","0","0","4",".259",".440",".297",".324",".306",".181","88.8","11.6",32.9,37,9.4,5.8,23,42,"100.414319188","94.34853632",24.7,53.6
"Gordon, Nick",624503,2022,26,405,443,110,69,28,4,9,105,19,23.7,4.3,".272",".427",".316","0.743","0.155","50","173","4","6","8","10","1","3","6",".259",".479",".321",".336",".306",".220","90.6","12.5",36.6,29,9.4,8.1,26.2,44.7,"99.949105229","94.408223268",28,59.4
"Hiura, Keston",669374,2022,25,234,266,53,30,8,1,14,111,23,41.7,8.6,".226",".449",".316","0.765","0.223","32","105","2","5","3","8","0","0","1",".203",".439",".334",".320",".296",".236","91.7","16.1",41.1,19,15.3,11.3,22.6,45.2,"103.00306629","95.913755285",40.1,49
"Stanton, Giancarlo",519317,2022,32,398,452,84,46,7,0,31,137,50,30.3,11.1,".211",".462",".297","0.759","0.251","78","184","0","0","8","0","2","0","3",".236",".487",".327",".350",".324",".251","95","10.8",26.9,51,19.3,4.5,20.5,52.3,"107.816149318","98.594697985",36.5,43.1
"Contreras, William",661388,2022,24,334,376,93,58,14,1,20,104,39,27.7,10.4,".278",".506",".354","0.860","0.228","45","169","0","2","5","1","1","0","2",".240",".486",".370",".346",".321",".246","90.4","6.1",31.9,31,13.4,4.7,24.6,46.6,"102.334962328","95.58762026",34.3,44.6
"Castro, Willi",650489,2022,25,365,392,88,60,18,2,8,82,15,20.9,3.8,".241",".367",".284","0.651","0.126","31","134","4","9","4","8","0","1","3",".255",".344",".285",".288",".299",".088","84.8","13.9",35.5,10,3.5,4.2,29.3,31.4,"97.165751549","92.663004452",28.5,58.2
"Molina, Yadier",425877,2022,39,262,270,56,43,8,0,5,40,5,14.8,1.9,".214",".302",".233","0.535","0.088","24","79","0","2","10","2","0","0","1",".232",".345",".235",".260",".252",".113","84.7","16.9",34.1,7,3.1,4.9,27.4,26,"95.0195225","91.560423363",22,58.6
"Knizner, Andrew",668800,2022,27,260,293,56,42,10,0,4,62,26,21.2,8.9,".215",".300",".301","0.601","0.085","25","78","1","0","9","6","0","1","0",".216",".310",".275",".279",".302",".094","86","15.6",28.6,7,3.5,3.5,26.1,33.2,"97.694226667","92.856279899",22.7,48.8
"Smith, Josh",669701,2022,24,213,253,42,35,5,0,2,50,28,19.8,11.1,".197",".249",".307","0.556","0.052","16","53","3","4","1","7","0","2","3",".224",".326",".262",".300",".331",".102","87","19.2",34.5,4,2.4,5.4,27.4,28.6,"96.124871098","92.093542209",23.4,41.1
"Margot, Manuel",622534,2022,27,336,363,92,68,18,2,4,68,24,18.7,6.6,".274",".375",".325","0.700","0.101","47","126","3","7","7","2","1","0","1",".264",".363",".308",".301",".316",".099","89.5","10.2",30.9,10,3.7,3.7,28.3,37.9,"99.958428538","94.191039654",24.9,52.7
"Rodgers, Brendan",663898,2022,25,527,581,140,94,30,3,13,101,46,17.4,7.9,".266",".408",".325","0.733","0.142","63","215","0","0","25","3","0","0","5",".262",".413",".321",".326",".326",".152","90","4.6",31.3,31,7.2,5.6,26.2,45.9,"101.127645047","94.882864603",22.7,49.4
"Tapia, Raimel",606132,2022,28,411,433,109,79,20,3,7,81,16,18.7,3.7,".265",".380",".292","0.672","0.115","52","156","2","8","12","0","0","3","1",".256",".376",".293",".288",".283",".120","87.6","4",27.5,17,5.1,3.3,26.9,38,"99.701438303","93.926071212",21.5,55.4
"García, Leury",544725,2022,31,300,315,63,52,8,0,3,65,7,20.6,2.2,".210",".267",".233","0.500","0.057","20","80","0","2","6","3","0","2","3",".235",".340",".221",".264",".260",".104","87","6.2",30,10,4.2,3.3,25,35.6,"97.781782479","92.939701197",24.4,56.4
"Cruz, Oneil",665833,2022,23,331,361,77,43,13,4,17,126,28,34.9,7.8,".233",".450",".294","0.744","0.217","54","149","4","10","3","1","1","0","1",".217",".417",".320",".303",".281",".201","91.9","8.3",30.6,32,15.5,2.9,18.4,46.1,"104.662067282","96.683239073",35.4,40.5
"Hernández, César",514917,2022,32,560,617,139,106,28,4,1,114,45,18.5,7.3,".248",".318",".311","0.629","0.070","34","178","4","10","9","7","0","3","2",".249",".342",".283",".295",".313",".092","84.8","9.3",33.3,11,2.4,4.9,26.6,29.7,"96.449267051","92.257329931",21,47.5
"Toro, Abraham",647351,2022,25,324,352,60,36,13,1,10,65,22,18.5,6.3,".185",".324",".239","0.563","0.139","35","105","0","2","4","2","1","0","4",".225",".376",".246",".284",".276",".151","87","16.7",31.2,18,6.8,4.6,19.4,29.7,"97.172547348","92.624451255",21.6,47.3
"India, Jonathan",663697,2022,25,386,431,96,68,16,2,10,94,31,21.8,7.2,".249",".378",".327","0.705","0.129","41","146","4","3","5","14","1","0","0",".240",".367",".314",".306",".320",".126","85.1","14.5",36,14,4.8,4.5,26.7,28.8,"97.40599669","92.71951917",23.6,41.3
"Paredes, Isaac",670623,2022,23,331,381,68,32,16,0,20,67,44,17.6,11.5,".205",".435",".304","0.739","0.230","45","144","1","0","12","4","0","0","2",".210",".362",".323",".301",".310",".152","87.4","15.8",27.4,17,6.4,6.4,19.2,38.7,"98.355538496","93.255665472",16.5,39.8
"Walls, Taylor",670764,2022,25,407,466,70,42,18,2,8,120,52,25.8,11.2,".172",".285",".268","0.553","0.113","33","116","3","10","6","2","0","2","2",".194",".317",".252",".274",".287",".124","86.3","16.6",32.6,18,6.2,4.8,20.6,28.5,"96.121545455","92.072558077",25.5,43
"Correa, Carlos",621043,2022,27,522,590,152,105,24,1,22,121,61,20.5,10.3,".291",".467",".366","0.833","0.176","64","244","1","0","18","3","2","0","4",".268",".490",".362",".361",".347",".222","89.9","11.6",35.3,46,11.4,5.7,25.4,44.7,"101.992873251","95.284200765",22,44.4
"Laureano, Ramón",657656,2022,27,346,383,73,42,18,0,13,104,25,27.2,6.5,".211",".376",".287","0.663","0.165","34","130","6","11","6","12","0","0","0",".217",".411",".294",".308",".293",".194","88.7","14.9",28.9,28,11.6,4.1,23.6,38.4,"100.041538347","94.16358876",30.3,46.4
"Reyes, Victor",622682,2022,27,315,336,80,55,19,3,3,77,13,22.9,3.9,".254",".362",".289","0.651","0.108","34","114","2","2","7","4","0","0","4",".261",".382",".284",".297",".296",".121","87.9","10.9",35.5,12,5,5,31.4,36.8,"98.899174333","93.571189707",27.3,56
"Gallo, Joey",608336,2022,28,350,410,56,27,8,2,19,163,56,39.8,13.7,".160",".357",".280","0.637","0.197","47","125","0","3","0","3","0","0","1",".168",".398",".286",".302",".287",".230","89.6","23.8",29.3,33,17.6,8,14.4,50.5,"103.219150538","95.983145645",40.6,47.4
"Pasquantino, Vinnie",686469,2022,24,258,298,76,56,10,0,10,34,35,11.4,11.7,".295",".450",".383","0.833","0.155","26","116","0","1","5","3","1","0","2",".289",".495",".365",".379",".379",".206","91.2","12.1",34.1,20,8.8,7.5,26.5,46.9,"101.197336607","95.08140192",15.3,46
"Hedges, Austin",595978,2022,29,294,338,48,37,4,0,7,78,25,23.1,7.4,".163",".248",".241","0.489","0.085","30","73","0","2","12","6","0","10","3",".181",".272",".225",".242",".258",".092","84.2","16.7",31.9,7,3.1,4.4,19.2,22.3,"94.912102385","91.52196977",27.7,47.6
"Melendez, MJ",669004,2022,23,460,534,100,58,21,3,18,131,66,24.5,12.4,".217",".393",".313","0.706","0.176","62","181","3","2","2","1","1","0","7",".237",".427",".310",".336",".334",".189","90.7","15.1",31,35,10.4,6.8,23.2,43.5,"100.595888323","94.716383713",27.8,44.6
"Abreu, José",547989,2022,35,601,679,183,128,40,0,15,110,62,16.2,9.1,".304",".446",".378","0.824","0.142","75","268","0","0","19","12","2","0","4",".292",".496",".361",".374",".368",".204","92.2","8",34.5,47,9.5,7.7,26.7,51.8,"102.953606518","96.20270568",23.2,47.3
"Schwindel, Frank",643524,2022,30,271,292,62,43,11,0,8,58,19,19.9,6.5,".229",".358",".277","0.635","0.129","36","97","0","0","12","0","1","0","2",".228",".363",".278",".280",".279",".135","88.1","10.2",31.6,10,4.7,7.9,24.7,35.5,"98.512789626","93.354396573",26.5,54.7
"Sánchez, Jesús",660821,2022,24,313,343,67,37,14,3,13,92,26,26.8,7.6,".214",".403",".280","0.683","0.189","36","126","0","1","7","3","0","0","1",".220",".390",".298",".296",".286",".170","89.5","11",25.7,22,9.9,3.2,21.2,40.5,"101.710457117","95.181364706",29.6,47.8
"Pujols, Albert",405395,2022,42,307,351,83,45,14,0,24,55,28,15.7,8,".270",".550",".345","0.895","0.280","68","169","2","1","13","10","1","0","6",".260",".517",".380",".367",".341",".258","91.2","16.4",34.5,31,12,7,22.5,47.3,"102.064436899","95.425491822",21.3,48.2
"Carlson, Dylan",666185,2022,23,432,488,102,60,30,4,8,94,45,19.3,9.2,".236",".380",".316","0.696","0.144","42","164","2","5","6","7","1","0","4",".234",".367",".306",".304",".315",".133","86.1","12.9",35.7,15,4.4,7.3,22.2,27.2,"96.293953036","92.150882262",25.7,46.2
"Happ, Ian",664023,2022,27,573,641,155,94,42,2,17,149,58,23.2,9,".271",".440",".342","0.782","0.169","72","252","4","9","11","6","4","0","4",".239",".396",".339",".312",".315",".157","89.7","10.9",29.2,28,6.5,6.5,24.1,40.4,"100.312408396","94.405566288",27.2,49
"Rosario, Eddie",592696,2022,30,250,270,53,35,12,1,5,68,17,25.2,6.3,".212",".328",".259","0.587","0.116","24","82","0","3","3","0","0","0","3",".200",".331",".258",".254",".249",".131","87.7","15.2",32.4,10,5.4,5.9,21.1,33,"97.161292527","92.836894341",32.2,53.5
"Stott, Bryson",681082,2022,24,427,466,100,69,19,2,10,89,36,19.1,7.7,".234",".358",".295","0.653","0.124","49","153","4","12","3","1","0","1","1",".237",".352",".289",".288",".298",".115","88.1","13.1",29.4,15,4.4,4.4,26.5,36.8,"97.97018994","93.096499761",17.2,45
"Drury, Brandon",592273,2022,29,518,568,136,75,31,2,28,126,38,22.2,6.7,".263",".492",".320","0.812","0.229","87","255","3","2","8","8","0","0","4",".240",".439",".350",".321",".301",".199","89.1","13.8",34.8,41,10.4,7.3,22,42.2,"100.586892132","94.438998321",21.5,45.9
"Isbel, Kyle",664728,2022,25,256,278,54,35,10,4,5,75,16,27,5.8,".211",".340",".264","0.604","0.129","28","87","6","9","5","3","0","1","2",".220",".334",".265",".269",".272",".114","89.7","10.6",30.4,9,4.9,7.1,23.4,44.6,"100.466422667","94.564799889",21.9,46.3
"Suwinski, Jack",669261,2022,23,326,372,66,36,11,0,19,114,41,30.6,11,".202",".411",".298","0.709","0.209","38","134","2","4","5","4","1","0","1",".206",".416",".311",".313",".302",".210","88.3","14.3",26.3,26,12.2,7.5,19.7,40.4,"100.221227453","94.334188302",30.6,43.2
"Urshela, Gio",570482,2022,30,501,551,143,100,27,3,13,96,41,17.4,7.4,".285",".429",".338","0.767","0.144","64","215","0","1","21","2","2","0","7",".267",".431",".332",".327",".323",".164","88.9","11.8",38.6,29,7,6.6,26.9,37.6,"99.120552402","93.736875907",21.4,53.1
"Ruiz, Keibert",660688,2022,23,394,433,99,70,22,0,7,50,30,11.5,6.9,".251",".360",".313","0.673","0.109","36","142","1","6","9","6","0","1","2",".275",".414",".299",".329",".336",".139","88","14.9",36.3,13,3.7,7.5,28.8,32.3,"97.283247895","92.718755058",14.9,50.9
"Contreras, Willson",575929,2022,30,416,487,101,54,23,2,22,103,45,21.1,9.2,".243",".466",".349","0.815","0.223","55","194","2","4","14","24","0","0","2",".255",".480",".357",".369",".362",".225","90.4","8.5",30.2,33,10.5,8.3,21.3,48.6,"103.238284065","96.034015696",31,50.6
"Story, Trevor",596115,2022,29,357,396,85,47,22,0,16,122,32,30.8,8.1,".238",".434",".303","0.737","0.196","66","155","0","13","9","3","4","0","4",".220",".416",".316",".306",".289",".196","88.9","17.8",36,27,11.3,7.1,21.3,40.6,"100.613635333","94.400984812",30.8,49.8
"Rosario, Amed",642708,2022,26,637,670,180,134,26,9,11,111,25,16.6,3.7,".283",".403",".312","0.715","0.120","71","257","4","18","19","4","0","0","4",".274",".402",".311",".311",".306",".128","88.4","5",31.1,24,4.5,5.5,24.5,38.3,"99.690201132","93.991990529",21,53.1
"Turner, Justin",457759,2022,37,468,532,130,81,36,0,13,89,50,16.7,9.4,".278",".438",".350","0.788","0.160","81","205","0","3","13","6","1","0","8",".266",".447",".343",".345",".342",".181","89.5","18.4",40.6,31,8,6.2,27.1,40.6,"99.002545648","93.736858523",20.3,48.2
"Fortes, Nick",663743,2022,25,217,240,50,34,6,1,9,45,18,18.8,7.5,".230",".392",".304","0.696","0.162","24","85","3","5","5","5","0","0","0",".249",".418",".308",".325",".321",".169","89.3","15.4",30.2,12,7,5.2,25,37.8,"99.460571882","93.908283529",22.9,44.7
"DeJong, Paul",657557,2022,28,210,237,33,18,9,0,6,79,21,33.3,8.9,".157",".286",".245","0.531","0.129","25","60","2","3","2","4","0","0","2",".183",".344",".241",".272",".268",".161","87.6","21.7",25.6,13,9.8,5.3,20.3,37.6,"99.542111493","93.858530902",35.2,48.8
"Bohm, Alec",664761,2022,25,586,631,164,124,24,3,13,110,31,17.4,4.9,".280",".398",".315","0.713","0.118","72","233","3","2","18","4","1","0","10",".287",".445",".310",".334",".325",".158","90.2","10.4",37.7,33,6.8,6,29.8,43,"100.649873374","94.552579815",21.1,51.2
"Sánchez, Gary",596142,2022,29,419,471,86,46,24,0,16,136,40,28.9,8.5,".205",".377",".282","0.659","0.172","61","158","0","2","12","7","0","0","5",".216",".448",".290",".321",".294",".231","90.5","14",29.2,39,13.5,5.9,19.1,49.3,"103.200555347","96.181078537",30.8,44
"Miller, Brad",543543,2022,32,222,241,47,37,3,0,7,70,18,29,7.5,".212",".320",".270","0.590","0.108","32","71","2","4","3","0","0","0","1",".203",".348",".263",".269",".262",".145","91.1","14.1",27.5,12,7.8,4.6,22.9,39.9,"100.033437368","94.372039868",36.3,50.7
"Pinder, Chad",640461,2022,30,361,379,85,55,18,0,12,118,14,31.1,3.7,".235",".385",".263","0.648","0.150","42","139","0","2","10","0","0","1","2",".234",".385",".281",".280",".261",".151","87.5","9.7",33.3,16,6.5,7.3,26,40.7,"100.06829876","94.061727355",34.5,52.9
"Alvarez, Yordan",670541,2022,25,470,561,144,76,29,2,37,106,78,18.9,13.9,".306",".613",".406","1.019","0.307","97","288","1","1","12","6","9","0","7",".319",".686",".427",".459",".421",".367","95.2","12.3",40.7,78,21,7.5,23.2,59.8,"105.676985081","98.195923324",23.5,42.7
"Espinal, Santiago",669289,2022,27,449,491,120,88,25,0,7,68,36,13.8,7.3,".267",".370",".322","0.692","0.103","51","166","6","6","12","2","1","1","3",".260",".354",".305",".298",".317",".094","86.1","14.1",33.8,13,3.4,3.6,25.7,31.7,"96.814213298","92.407779843",15.6,46.1
"Alonso, Pete",624413,2022,27,597,685,162,95,27,0,40,128,67,18.7,9.8,".271",".518",".352","0.870","0.247","131","309","1","5","17","12","16","0","9",".258",".506",".366",".357",".342",".248","89.8","18.2",34.5,59,12.3,4.8,23.8,44.8,"102.849215397","95.616516548",24.2,49.9
"Bart, Joey",663698,2022,25,261,291,56,39,6,0,11,112,26,38.5,8.9,".215",".364",".296","0.660","0.149","25","95","1","2","5","4","0","0","0",".211",".379",".294",".298",".293",".167","87.3","16.3",32.2,15,10.1,6,30.9,43,"101.289725342","94.721199726",38,47.2
"Biggio, Cavan",624415,2022,27,257,303,52,27,18,1,6,85,38,28.1,12.5,".202",".350",".318","0.668","0.148","24","90","0","2","2","6","0","1","1",".192",".332",".302",".291",".309",".141","88.3","19.5",36.2,12,6.9,8.6,23,32.8,"97.288596395","92.82033538",25.9,40.3
"Franco, Maikel",596748,2022,29,371,388,85,61,15,0,9,75,12,19.3,3.1,".229",".342",".255","0.597","0.113","39","127","0","1","18","2","0","0","3",".243",".363",".261",".275",".269",".121","87","11.5",33.1,14,4.7,5.7,25.1,34.4,"98.818458378","93.432468176",28,53.6
"Ramírez, José",608070,2022,29,601,685,168,90,44,5,29,82,69,12,10.1,".280",".514",".355","0.869","0.234","126","309","7","20","5","6","20","0","9",".254",".427",".363",".325",".336",".173","87.7","20.7",33.7,35,6.6,6.4,22.3,36.9,"98.871944811","93.503434175",15.3,46.3
"Giménez, Andrés",665926,2022,23,491,557,146,100,26,3,17,112,34,20.1,6.1,".297",".466",".371","0.837","0.169","69","229","3","20","9","25","4","4","3",".259",".415",".364",".332",".338",".156","87.8","11.7",31.3,24,6.2,6.5,25.6,37.8,"99.022592","93.615976351",26.4,53.7
"Adames, Willy",642715,2022,26,563,617,134,72,31,0,31,166,49,26.9,7.9,".238",".458",".298","0.756","0.220","98","258","3","8","11","1","3","0","4",".237",".469",".325",".329",".298",".233","88.9","18.9",36.4,52,13,6.5,22.2,43.6,"100.099002736","94.300793591",28.2,49.6
"Semien, Marcus",543760,2022,31,657,724,163,101,31,5,26,120,53,16.6,7.3,".248",".429",".304","0.733","0.181","83","282","8","25","7","4","0","0","10",".243",".411",".317",".311",".301",".169","87.3","19.9",32.4,37,6.8,6.2,23.8,34.9,"97.838624343","93.00847117",20.6,47.2
"Díaz, Yandy",650490,2022,30,473,558,140,98,33,0,9,60,78,10.8,14,".296",".423",".401","0.824","0.127","57","200","3","3","10","6","2","0","1",".284",".432",".366",".365",".392",".148","92.2","7.7",30.7,20,4.8,8.9,26.1,49,"103.107838195","96.208559878",14.3,41.3
"Altuve, Jose",514888,2022,32,527,604,158,91,39,0,28,87,66,14.4,10.9,".300",".533",".387","0.920","0.233","57","281","1","18","13","10","2","0","1",".268",".452",".397",".356",".361",".185","85.9","16.1",35.4,34,7.7,6.6,22.2,29.7,"97.300246419","92.671072541",16.3,44.3
"Betts, Mookie",605141,2022,29,572,639,154,76,40,3,35,104,55,16.3,8.6,".269",".533",".340","0.873","0.264","82","305","2","12","8","8","0","0","4",".252",".484",".373",".348",".325",".233","90.5","18.6",36.2,46,9.7,8.7,22.7,44.9,"99.954466043","94.497072751",16.5,44.2
"De La Cruz, Bryan",650559,2022,25,329,355,83,50,20,0,13,90,19,25.4,5.4,".252",".432",".294","0.726","0.180","43","142","0","4","8","2","0","0","4",".285",".516",".313",".360",".325",".231","90.8","9.8",43.6,29,11.9,6.2,28.4,47.3,"101.407773607","95.226009918",28.7,49.2
"Chirinos, Robinson",455139,2022,38,195,220,35,22,9,0,4,67,19,30.5,8.6,".179",".287",".265","0.552","0.108","22","56","0","1","4","4","0","1","1",".165",".291",".251",".246",".252",".126","84.8","17.6",30.8,9,6.9,5.4,16.9,33.1,"97.472003281","92.774084488",33.3,50.3
"Lowe, Brandon",664040,2022,27,235,266,52,32,10,2,8,61,27,22.9,10.2,".221",".383",".308","0.691","0.162","25","90","0","1","1","3","0","0","1",".229",".412",".306",".319",".315",".184","89.4","16.6",35.4,18,10.3,4.6,20,38.9,"99.918656897","94.284977069",33.5,53.3
"Arenado, Nolan",571448,2022,31,557,620,163,90,42,1,30,72,52,11.6,8.4,".293",".533",".358","0.891","0.240","103","297","3","5","15","7","3","0","4",".263",".464",".381",".343",".333",".201","88.8","21.7",35.4,40,8.2,7.8,23.5,38.9,"99.558566721","93.952810862",19.1,48.4
"Cordero, Franchy",614173,2022,27,242,275,53,27,17,1,8,92,28,33.5,10.2,".219",".397",".300","0.697","0.178","29","96","1","4","1","1","1","2","2",".226",".419",".304",".317",".308",".193","89.7","12.7",39,19,12.3,10.4,21.4,45.5,"103.480728533","95.902442667",37.3,48.9
"Azocar, José",640492,2022,26,202,216,52,40,9,3,0,44,12,20.4,5.6,".257",".332",".298","0.630","0.075","10","67","6","5","6","0","0","1","1",".243",".330",".278",".278",".287",".087","88.3","9.4",31.3,4,2.5,5,25,30.6,"97.407050789","92.782399276",24.1,55.7
"Grisham, Trent",663757,2022,25,451,524,83,48,16,2,17,150,57,28.6,10.9,".184",".341",".284","0.625","0.157","53","154","1","7","3","7","1","7","2",".203",".370",".280",".298",".301",".167","88.3","15.1",25.5,25,8.1,5.8,19,35.5,"99.46593125","93.84436934",26.2,38.7
"Escobar, Eduardo",500871,2022,33,495,542,119,69,26,4,20,129,40,23.8,7.4,".240",".430",".295","0.725","0.190","69","213","2","0","4","1","3","0","6",".243",".449",".311",".321",".299",".206","88.3","20.6",38.7,35,9.4,8.9,23.7,37.6,"99.290072903","93.799689784",27.7,52.4
"Acuña Jr., Ronald",660670,2022,24,467,533,124,85,24,0,15,126,53,23.6,9.9,".266",".413",".351","0.764","0.147","50","193","11","29","8","10","4","0","3",".270",".496",".335",".368",".356",".227","91.2","10.8",32.8,44,12.8,6.1,21.8,49.7,"103.759318129","96.440064282",24.9,47.9
"Andrus, Elvis",462101,2022,33,535,577,133,84,32,0,17,92,39,15.9,6.8,".249",".404",".303","0.707","0.155","58","216","4","18","11","3","0","0","0",".245",".370",".310",".296",".300",".125","87.9","11.9",29.1,20,4.5,3.6,26.9,34.8,"98.336003699","93.236647643",21.4,45.6
"Gregorius, Didi",544369,2022,32,214,232,45,31,9,4,1,36,13,15.5,5.6,".210",".304",".263","0.567","0.094","19","65","0","1","0","3","0","0","2",".239",".344",".251",".282",".291",".105","84.5","15.8",33.3,5,2.8,5,25.6,22.8,"94.452718539","91.340268249",24,60.5
"Aquino, Aristides",606157,2022,28,259,276,51,28,13,0,10,101,17,36.6,6.2,".197",".363",".246","0.609","0.166","30","94","3","2","1","0","0","0","0",".181",".326",".267",".246",".233",".145","85.6","17.4",27.2,13,8.2,1.9,20.9,34.6,"99.168037143","93.584018571",37.9,56.6
"Mancini, Trey",641820,2022,30,519,587,124,82,23,1,18,135,53,23,9,".239",".391",".319","0.710","0.152","63","203","0","0","12","10","2","0","5",".244",".438",".312",".335",".327",".194","89.5","12.7",39.6,38,9.8,10.3,23.7,40.4,"100.078586134","94.256654381",27.4,48.1
"Freeman, Freddie",518692,2022,32,612,708,199,129,47,2,21,102,84,14.4,11.9,".325",".511",".407","0.918","0.186","100","313","3","13","6","5","12","0","7",".308",".559",".393",".406",".396",".251","91.3","13.6",42.9,51,9.9,8.5,30.4,47.8,"100.761588016","95.094269494",19.5,49.3
"Verdugo, Alex",657077,2022,26,593,644,166,115,39,1,11,86,42,13.4,6.5,".280",".405",".328","0.733","0.125","74","240","3","1","14","3","2","0","6",".275",".443",".319",".332",".325",".168","89.1","8.4",37.8,31,6,7.6,27.3,38.2,"99.112574241","93.706486823",15.5,45.3
"Taylor, Tyrone",621438,2022,28,373,405,87,46,21,3,17,102,22,25.2,5.4,".233",".442",".286","0.728","0.209","51","165","2","3","11","7","0","0","3",".236",".430",".314",".312",".289",".194","88","16.9",34.7,27,9.9,7.3,20.8,37.6,"99.154219632","93.742033346",26.5,50.9
"Turner, Trea",607208,2022,29,652,708,194,130,39,4,21,131,45,18.5,6.4,".298",".466",".343","0.809","0.168","100","304","3","27","9","3","1","0","6",".275",".446",".350",".338",".327",".171","88.9","10.2",35.3,40,7.6,6.5,24.3,41.6,"100.188198893","94.238854962",26.3,51.2
"Moustakas, Mike",519058,2022,33,252,285,54,35,12,0,7,75,24,26.3,8.4,".214",".345",".295","0.640","0.131","25","87","0","2","8","6","0","0","3",".195",".323",".286",".275",".281",".128","87.6","19.4",36.1,11,6.1,5.6,22.8,33.9,"98.852222556","93.461727111",29.2,54.3
