"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","b_rbi","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_gnd_into_dp","b_hit_by_pitch","b_intent_walk","b_sac_bunt","b_sac_fly","xba","xslg","woba","xwoba","xobp","xiso","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","flareburner_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Laureano, Ramón",657656,2024,29,286,309,74,46,16,1,11,96,15,31.1,4.9,".259",".437",".311","0.748","0.178","33","125","3","8","5","7","0","0","1",".229",".438",".324",".313",".284",".209","89.2","13.3",38.7,24,12.6,6.8,25.1,40.8,"100.254641146","94.492561099",31.8,52.3
"McKinstry, Zach",656716,2024,29,297,325,64,41,14,5,4,69,24,21.2,7.4,".215",".337",".277","0.614","0.122","23","100","0","16","3","2","0","0","2",".240",".383",".270",".301",".301",".143","88","18.7",37.8,10,4.3,7.8,30,32.6,"97.327044","92.860583362",22.1,47.7
"Farmer, Kyle",571657,2024,33,215,242,46,27,13,1,5,49,19,20.2,7.9,".214",".353",".293","0.646","0.139","25","76","5","3","6","6","1","0","2",".223",".371",".285",".297",".302",".148","87.7","17.9",36.3,9,5.4,6,25,29.8,"97.025598571","92.547452202",22,48.5
"Wallner, Matt",670242,2024,26,220,261,57,26,17,1,13,95,24,36.4,9.2,".259",".523",".372","0.895","0.264","37","115","0","3","2","16","0","0","1",".231",".481",".385",".361",".348",".250","92.8","21.6",38.1,22,17.5,10.3,27.8,53.2,"104.61196127","96.920236746",38.4,47.8
"Ozuna, Marcell",542303,2024,33,606,688,183,113,31,0,39,170,74,24.7,10.8,".302",".546",".378","0.924","0.244","104","331","0","1","23","3","2","0","4",".283",".583",".395",".404",".365",".300","92.1","14.4",40.5,68,15.5,11.4,25.2,53.4,"103.338991136","96.489686128",31.4,46.8
"Harper, Bryce",547180,2024,31,550,631,157,85,42,0,30,138,76,21.9,12,".285",".525",".373","0.898","0.240","87","289","4","7","18","2","11","1","2",".264",".486",".380",".361",".356",".222","91.1","13.5",36.1,44,10.6,9.6,25.5,48.2,"102.531835097","95.63882949",26.7,52.9
"Pham, Tommy",502054,2024,36,440,478,109,77,20,3,9,106,35,22.2,7.3,".248",".368",".305","0.673","0.120","39","162","3","7","5","2","0","0","1",".260",".413",".297",".321",".317",".154","90.4","11",32.2,24,7.2,7.8,26.3,42.7,"101.105935449","94.883209671",22.5,40.5
"Barger, Addison",680718,2024,24,208,225,41,23,11,0,7,60,14,26.7,6.2,".197",".351",".250","0.601","0.154","28","73","0","2","1","1","0","0","1",".226",".397",".262",".294",".278",".171","88.3","12.1",32.9,13,8.7,5.4,23.5,38.3,"100.557905","94.503054898",27.6,46.3
"Rafaela, Ceddanne",678882,2024,23,544,571,134,91,23,5,15,151,15,26.4,2.6,".246",".390",".274","0.664","0.144","75","212","10","19","8","7","1","2","3",".227",".374",".286",".276",".257",".147","86.6","14.9",34.9,30,7.5,5,23.9,36.9,"98.205036294","93.166643181",33,61.9
"Goodman, Hunter",696100,2024,24,211,224,40,18,9,0,13,64,8,28.6,3.6,".190",".417",".228","0.645","0.227","36","88","1","1","5","3","0","0","2",".208",".413",".274",".283",".245",".205","88.2","16.5",32.9,19,12.8,6.7,14.8,39.6,"100.1496636","94.135665034",31.5,58
"Freeman, Tyler",671289,2024,25,330,383,69,47,14,1,7,53,28,13.8,7.3,".209",".321",".305","0.626","0.112","32","106","6","11","15","19","1","3","3",".236",".345",".283",".307",".329",".110","87.7","13",30.7,9,3.2,6.7,20.8,34.6,"98.573015071","93.423975986",16.4,46.9
"Alvarez, Yordan",670541,2024,27,552,635,170,99,34,2,35,95,69,15,10.9,".308",".567",".392","0.959","0.259","86","313","0","6","14","10","16","0","4",".299",".607",".402",".415",".386",".308","93.1","18.3",35.4,67,14.5,7.6,24.5,49.7,"104.097105087","96.703519522",19.9,47.8
"Riley, Austin",663586,2024,27,425,469,109,62,26,2,19,118,37,25.2,7.9,".256",".461",".322","0.783","0.205","56","196","0","0","6","5","0","0","2",".265",".523",".338",".367",".331",".259","93.3","15.9",37.2,46,14.9,8.4,20.7,53.4,"103.77151961","96.882758664",27.5,50.1
"Larnach, Trevor",663616,2024,27,355,400,92,60,17,0,15,89,40,22.3,10,".259",".434",".338","0.772","0.175","52","154","1","4","12","3","1","0","2",".251",".462",".336",".343",".331",".211","92","12.4",36.2,27,10.1,8.6,23.9,45.1,"102.375195821","95.54188573",27.9,44.1
"Peña, Jeremy",665161,2024,26,602,650,160,115,28,2,15,111,25,17.1,3.8,".266",".394",".308","0.702","0.128","70","237","6","20","15","14","1","3","6",".262",".401",".305",".314",".307",".139","88.2","7.5",29.2,27,5.4,5.4,23.2,38.8,"99.323506707","93.74168435",24.9,54.2
"Taylor, Michael A.",572191,2024,33,269,300,52,37,9,1,5,105,23,35,7.7,".193",".290",".253","0.543","0.097","21","78","1","12","3","0","0","4","4",".200",".337",".242",".270",".263",".136","89.3","13.7",31.4,20,11.6,1.7,25.6,40.1,"100.583164074","94.548357778",39.2,49.3
"Turner, Justin",457759,2024,39,460,539,119,84,24,0,11,95,59,17.6,10.9,".259",".383",".354","0.737","0.124","55","176","2","0","16","13","2","0","7",".251",".394",".327",".333",".351",".143","87.1","17.8",40.1,17,4.6,6.7,29.6,32.5,"96.702342312","92.434680753",17,45.4
"Hamilton, David",666152,2024,26,294,317,73,47,17,1,8,80,22,25.2,6.9,".248",".395",".303","0.698","0.147","28","116","4","33","1","1","0","0","0",".229",".357",".305",".285",".285",".128","87","15.8",38.3,12,5.6,7.5,25.2,32.2,"97.714382095","92.969829904",25.6,45.9
"Keith, Colt",690993,2024,22,516,556,134,102,15,4,13,110,36,19.8,6.5,".260",".380",".309","0.689","0.120","61","196","1","7","4","2","2","0","2",".265",".398",".301",".314",".314",".134","87.8","11.3",34.6,23,5.6,5.1,29.4,35.3,"98.472613627","93.330372181",23.2,48.6
"Loperfido, Joey",694388,2024,25,243,262,52,31,13,4,4,95,13,36.3,5,".214",".350",".264","0.614","0.136","25","85","2","4","3","4","0","1","1",".204",".315",".268",".256",".257",".110","88.3","12.9",40.7,6,4,5.3,30.7,34.7,"97.968544189","93.030415608",35.4,52.4
"Bell, Josh",605137,2024,31,538,603,134,90,23,2,19,120,51,19.9,8.5,".249",".405",".319","0.724","0.156","71","218","1","0","22","6","1","0","3",".233",".402",".317",".312",".306",".169","88.9","10.5",31.4,32,7.6,6.2,21.4,40.1,"100.078711292","94.16958744",26.8,48.8
"Seager, Corey",608369,2024,30,475,533,132,81,21,0,30,96,53,18,9.9,".278",".512",".353","0.865","0.234","74","243","1","1","8","3","11","0","2",".280",".573",".365",".391",".356",".293","92.1","13.5",38.6,58,15.2,9.7,22.6,50.7,"103.274395474","96.157523456",23.4,53
"Albies, Ozzie",645277,2024,27,399,435,100,60,29,1,10,65,27,14.9,6.2,".251",".404",".303","0.707","0.153","53","161","1","8","6","5","0","0","4",".246",".404",".307",".308",".301",".158","88.4","18.4",33.4,21,6.2,4.7,24.9,32,"97.095539467","92.617553798",20.5,56.6
"Arenado, Nolan",571448,2024,33,578,635,157,118,23,0,16,92,44,14.5,6.9,".272",".394",".325","0.719","0.122","71","228","2","2","15","5","2","0","7",".253",".361",".314",".299",".311",".108","86.3","16.9",35.9,16,3.2,5.1,28.2,31.6,"96.924147927","92.483246402",17.2,46.8
"Isbel, Kyle",664728,2024,27,384,426,88,59,13,8,8,88,27,20.7,6.3,".229",".367",".287","0.654","0.138","42","141","2","11","4","5","0","8","2",".231",".333",".286",".283",".290",".102","88.1","9",24.8,12,3.9,3.6,24.8,36.3,"99.427451293","93.787078878",19.3,46.1
"Muncy, Max",571970,2024,33,237,293,55,23,17,0,15,77,45,26.3,15.4,".232",".494",".358","0.852","0.262","48","117","0","1","1","5","3","0","6",".228",".461",".362",".353",".357",".233","90.2","26.6",32.5,18,10.8,11.4,22.9,43.4,"100.775015181","94.752278735",31,40.6
"Goldschmidt, Paul",502671,2024,36,599,654,147,91,33,1,22,173,47,26.5,7.2,".245",".414",".302","0.716","0.169","65","248","0","11","20","2","2","0","2",".252",".462",".310",".332",".308",".210","91.2","13.1",34.3,46,10.7,8.9,26.6,49.6,"101.892583709","95.666428146",27.4,47.7
"Singleton, Jon",572138,2024,32,355,405,83,56,13,1,13,111,47,27.4,11.6,".234",".386",".321","0.707","0.152","42","137","0","0","2","0","0","0","3",".226",".390",".312",".314",".316",".165","88.7","12.8",34.8,22,8.9,4.5,25.1,37.2,"99.784248293","93.99841",30.1,40.7
"Margot, Manuel",622534,2024,29,315,343,75,53,17,1,4,54,21,15.7,6.1,".238",".337",".289","0.626","0.099","31","106","0","5","10","3","0","1","3",".258",".385",".276",".310",".311",".126","88.2","13.8",30.9,13,4.9,5.3,27.2,33.6,"98.859258923","93.482249961",20.6,49.5
"Marte, Ketel",606466,2024,30,504,583,147,86,23,2,36,106,65,18.2,11.1,".292",".560",".372","0.932","0.268","95","282","1","7","9","5","7","0","9",".289",".545",".391",".394",".374",".256","94","9.4",33.7,50,12.3,7.4,24.6,53.8,"103.991137178","96.920444406",21.3,48.2
"Garver, Mitch",641598,2024,33,367,430,63,31,17,0,15,133,53,30.9,12.3,".172",".341",".286","0.627","0.169","51","125","0","0","9","7","0","0","3",".176",".335",".281",".284",".291",".159","89.9","18.3",32.5,20,8.4,7.2,19.8,39.7,"99.983276271","94.254381059",30.8,38.7
"Yoshida, Masataka",807799,2024,30,378,421,106,75,21,0,10,52,27,12.4,6.4,".280",".415",".349","0.764","0.135","56","157","0","2","6","14","0","0","2",".256",".408",".336",".327",".329",".153","88","10.5",36.3,18,5.5,7.3,26.8,37.5,"99.0909025","93.581912866",14.6,45.4
"Heyward, Jason",518792,2024,34,228,258,48,24,12,2,10,53,22,20.5,8.5,".211",".412",".288","0.700","0.201","37","94","0","5","3","4","2","0","3",".232",".354",".300",".293",".308",".122","88","10.4",29.8,10,5.6,3.4,24.2,41.6,"99.992543146","94.178780339",24,49.6
"Senzel, Nick",669222,2024,29,236,267,46,28,11,0,7,61,28,22.8,10.5,".195",".331",".283","0.614","0.136","18","78","3","1","6","1","1","1","0",".228",".361",".273",".301",".312",".133","84","15.5",38.6,10,5.7,4.5,26.1,26.7,"95.746731264","91.876891724",23.9,47.1
"Alonso, Pete",624413,2024,29,608,695,146,81,31,0,34,172,70,24.7,10.1,".240",".459",".329","0.788","0.219","88","279","0","3","14","13","4","0","4",".239",".470",".340",".345",".329",".232","89.8","14.4",30.5,58,13.2,6.6,19.5,46.4,"102.785114727","95.699086105",24.7,42.9
"Fermin, Freddy",666023,2024,29,339,368,92,72,14,0,6,66,23,17.9,6.3,".271",".366",".319","0.685","0.095","36","124","0","2","10","2","1","1","3",".241",".336",".300",".281",".292",".094","88.2","11.1",29.2,9,3.2,4,27.1,33.9,"97.931397537","93.085600262",23,51
"Rocchio, Brayan",677587,2024,23,383,442,79,53,18,0,8,90,44,20.4,10,".206",".316",".298","0.614","0.110","36","121","6","10","11","8","1","2","5",".210",".308",".276",".279",".302",".099","84.6","9.4",36,12,4,4,21.3,22.3,"95.744136806","91.872068403",24.3,47.9
"LeMahieu, DJ",518934,2024,35,201,228,41,34,5,0,2,35,19,15.4,8.3,".204",".259",".269","0.528","0.055","26","52","1","0","13","1","0","1","6",".241",".377",".239",".305",".307",".135","88.5","1.9",31.8,10,5.8,7.5,22.5,37.6,"98.271498488","93.240584302",17.5,44.6
"India, Jonathan",663697,2024,27,533,637,132,87,28,2,15,125,80,19.6,12.6,".248",".392",".357","0.749","0.144","58","209","2","13","16","15","0","2","7",".262",".418",".333",".354",".373",".156","87.2","13.5",39.3,32,7.7,5.8,27.3,36.5,"98.90319256","93.547150797",19.2,38.3
"Rizzo, Anthony",519203,2024,34,337,375,77,57,12,0,8,65,27,17.3,7.2,".228",".335",".301","0.636","0.107","35","113","0","0","7","9","0","0","2",".239",".351",".285",".302",".314",".112","86.7","14.3",31,11,4,4.7,28.5,33.2,"97.798203577","92.909990255",19.3,49.1
"Taylor, Chris",621035,2024,33,213,246,43,31,7,1,4,76,28,30.9,11.4,".202",".300",".298","0.598","0.098","23","64","1","5","5","2","0","1","2",".216",".345",".272",".297",".311",".129","85.9","16.9",42.9,10,7.1,6.4,26.4,28.6,"97.10671942","92.58514587",31.3,47.7
"Verdugo, Alex",657077,2024,28,559,621,130,88,28,1,13,93,49,15,7.9,".233",".356",".291","0.647","0.123","61","199","1","2","14","1","0","2","10",".247",".383",".283",".306",".307",".136","88.3","9.9",31.6,27,5.6,6.1,22.4,34.9,"98.009613263","93.0881338",15.5,44.7
"Hampson, Garrett",641658,2024,29,213,231,49,35,13,1,0,59,14,25.5,6.1,".230",".300",".275","0.575","0.070","16","64","2","7","3","0","0","2","2",".206",".297",".255",".252",".256",".091","86","16.1",31.6,7,4.4,5.7,20.9,30.4,"96.882247895","92.472205166",22.9,47.6
"Devers, Rafael",646240,2024,27,525,601,143,76,34,5,28,147,67,24.5,11.1,".272",".516",".354","0.870","0.244","83","271","0","3","13","3","14","0","6",".267",".514",".364",".366",".351",".247","93.2","11.6",35.2,50,13,8.6,21.4,52.6,"104.597925864","97.090537461",30.9,50.9
"Caballero, José",676609,2024,27,441,483,100,66,24,1,9,133,27,27.5,5.6,".227",".347",".283","0.630","0.120","44","153","16","44","6","9","1","3","3",".213",".317",".277",".267",".273",".104","83.7","15.9",33.8,16,5.1,4.8,22.6,25.2,"96.196185563","92.133024917",28.9,50
"Hernández, Enrique",571771,2024,32,362,393,83,55,16,0,12,77,27,19.6,6.9,".229",".373",".281","0.654","0.144","42","135","0","0","13","0","0","1","3",".230",".375",".285",".289",".284",".145","89.6","17.1",36,14,4.8,8,23.2,41.5,"99.326670699","93.89398972",22.9,48.9
"Peralta, David",444482,2024,36,236,260,63,44,11,0,8,54,22,20.8,8.5,".267",".415",".335","0.750","0.148","28","98","0","2","3","2","0","0","0",".258",".385",".329",".318",".326",".128","88.1","8.9",36.8,10,5.5,4.9,27.5,42.3,"99.478011319","93.91992022",28.1,50.9
"Higashioka, Kyle",543309,2024,34,246,263,54,26,10,1,17,74,15,28.1,5.7,".220",".476",".263","0.739","0.256","45","117","0","2","3","0","0","1","1",".216",".434",".314",".299",".261",".218","88.4","20.7",40.2,19,10.9,9.2,20.1,37.4,"99.356005116","93.902030409",25.6,46.4
"Rooker, Brent",667670,2024,29,546,614,160,93,26,2,39,177,59,28.8,9.6,".293",".562",".365","0.927","0.269","112","307","3","11","5","5","4","0","4",".263",".566",".392",".381",".339",".303","91.9","18.9",38.3,62,16.6,8.6,21.4,49.6,"103.25238457","96.193453235",34.1,50.2
"Urshela, Gio",570482,2024,32,432,461,108,79,19,1,9,72,23,15.6,5,".250",".361",".286","0.647","0.111","52","156","0","0","13","1","1","0","5",".262",".400",".281",".307",".301",".138","86.4","10.5",38.6,18,4.9,5.2,26.8,28.4,"96.696776409","92.394270526",20.3,54.6
"Gelof, Zack",680869,2024,24,497,547,105,66,20,2,17,188,38,34.4,6.9,".211",".362",".270","0.632","0.151","49","180","3","25","7","4","0","3","5",".198",".353",".276",".273",".261",".155","89.2","14.2",34.4,28,8.8,6.3,22.4,37.2,"98.970921935","93.611147032",36.4,51.5
"Semien, Marcus",543760,2024,33,650,718,154,102,27,2,23,105,64,14.6,8.9,".237",".391",".308","0.699","0.154","74","254","3","8","9","3","2","0","1",".251",".406",".306",".320",".321",".155","87.4","17",33,36,6.6,4.8,25.5,35.2,"97.806210919","93.005121934",20.2,50
"Abreu, Wilyer",677800,2024,25,399,447,101,51,33,2,15,125,40,28,8.9,".253",".459",".322","0.781","0.206","58","183","3","8","7","3","0","0","5",".229",".433",".336",".324",".304",".204","91.6","19.2",33.7,31,11.1,7.5,23.3,50.5,"101.945020507","95.552365543",29.6,48.1
"Crawford, J.P.",641487,2024,29,392,451,79,52,16,2,9,102,52,22.6,11.5,".202",".321",".304","0.625","0.119","37","126","0","5","4","6","0","0","1",".226",".370",".283",".312",".325",".145","87.5","13.2",30.2,19,6.5,6.5,24.1,37.8,"98.950282708","93.58355108",20.2,41.1
"Kelenic, Jarred",672284,2024,24,412,449,95,60,18,2,15,133,32,29.6,7.1,".231",".393",".286","0.679","0.162","45","162","2","7","5","1","1","1","3",".238",".424",".294",".311",".294",".186","89.8","16",38.2,28,9.9,8.8,26.9,45.2,"100.297571631","94.504780603",33.4,49.9
"Massey, Michael",686681,2024,26,332,356,86,53,17,2,14,56,15,15.7,4.2,".259",".449",".294","0.743","0.190","45","149","0","1","9","3","1","2","4",".256",".429",".317",".315",".294",".172","89.2","16.8",34.4,20,7.1,7.1,24.8,36.9,"98.396031151","93.36810777",17.9,52
"Naylor, Bo",666310,2024,24,354,389,71,46,10,2,13,122,29,31.4,7.5,".201",".350",".264","0.614","0.149","39","124","3","6","3","2","1","2","2",".194",".335",".269",".263",".258",".141","88.8","19.9",32.6,19,8.1,6.8,21.6,37.7,"98.72815","93.535266567",28.3,46.9
"Bart, Joey",663698,2024,27,253,282,67,43,11,0,13,73,22,25.9,7.8,".265",".462",".337","0.799","0.197","45","117","0","0","8","6","0","0","1",".246",".448",".347",".336",".321",".202","88.1","10.5",32.6,17,9.4,3.3,29.8,38.7,"100.959040333","94.605861732",26.2,43.7
"Sánchez, Jesús",660821,2024,26,489,537,123,79,25,1,18,140,41,26.1,7.6,".252",".417",".313","0.730","0.165","64","204","2","16","12","4","2","1","2",".261",".480",".317",".348",".323",".219","92.5","7.7",31.8,43,12.2,7.1,23.6,51.3,"104.556000571","96.923820315",31.2,53.2
"Miranda, Jose",669304,2024,26,401,429,114,73,28,4,9,66,18,15.4,4.2,".284",".441",".322","0.763","0.157","49","177","2","2","13","6","1","0","4",".255",".412",".328",".311",".297",".157","88.9","15.5",33.9,20,5.9,7.7,21.2,38.9,"99.359747765","93.786600855",22.5,52.3
"Mountcastle, Ryan",663624,2024,27,473,507,128,83,30,2,13,114,27,22.5,5.3,".271",".425",".308","0.733","0.154","63","201","0","3","13","1","0","0","6",".271",".455",".316",".336",".312",".184","90.8","10.4",36.2,32,8.8,7.9,25.8,45.2,"102.105716923","95.370233104",25.1,56.1
"Stanton, Giancarlo",519317,2024,34,417,459,97,50,20,0,27,143,38,31.2,8.3,".233",".475",".298","0.773","0.242","72","198","0","0","17","2","2","0","2",".243",".520",".330",".354",".309",".278","94.6","14.7",34.8,57,20.7,6.5,17.8,55.3,"108.185328759","99.180033333",34.4,46.8
"Herrera, Iván",671056,2024,24,229,259,69,51,12,1,5,53,25,20.5,9.7,".301",".428",".372","0.800","0.127","27","98","0","5","3","2","0","0","2",".291",".464",".351",".370",".368",".173","89.3","9.2",38.2,16,9,6.7,28.7,42.1,"100.658165843","94.599725311",24.8,43.6
"d'Arnaud, Travis",518595,2024,35,307,341,73,42,16,0,15,89,24,26.1,7,".238",".436",".302","0.738","0.198","48","134","0","1","8","6","0","0","4",".233",".447",".319",".326",".302",".214","89.9","11.6",32.9,23,10.4,7.2,22.1,41,"100.537202273","94.672343091",32.8,50.7
"Stowers, Kyle",669065,2024,26,192,209,40,24,11,2,3,74,13,35.4,6.2,".208",".333",".268","0.601","0.125","24","64","1","0","2","3","0","0","1",".217",".374",".265",".291",".279",".157","91","12.3",36.1,13,10.9,8.4,28.6,51.3,"102.156753559","95.709246525",36.1,54.5
"Rengifo, Luis",650859,2024,27,283,304,85,65,13,1,6,44,16,14.5,5.3,".300",".417",".347","0.764","0.117","30","118","7","24","6","4","0","1","0",".263",".359",".335",".300",".311",".097","87","6.7",30.4,6,2.5,5,28.7,32.5,"96.9891535","92.548929456",22.3,56.3
"Ramírez, José",608070,2024,31,620,682,173,93,39,2,39,82,54,12,7.9,".279",".537",".335","0.872","0.258","118","333","7","41","9","1","12","0","6",".256",".467",".364",".333",".317",".210","89.2","19.6",34,47,8.6,8.5,19.7,39.7,"99.642954081","93.982319614",15.2,49.4
"Bichette, Bo",666182,2024,26,311,336,70,49,16,1,4,64,20,19,6,".225",".322",".277","0.599","0.097","31","100","1","5","12","3","1","0","2",".248",".377",".264",".303",".301",".129","89.2","7.2",31.3,11,4.4,7.2,25.3,43.5,"100.896776504","94.778862816",22,56.4
"Ibáñez, Andy",628451,2024,31,224,244,54,39,9,1,5,63,15,25.8,6.1,".241",".357",".295","0.652","0.116","32","80","3","2","2","3","0","0","2",".214",".331",".287",".270",".273",".118","88.1","20.3",33.7,8,4.9,5.5,29.4,33.1,"97.908149512","93.096095644",30.8,52.8
"Duran, Ezequiel",677649,2024,25,268,285,66,52,11,0,3,63,14,22.1,4.9,".246",".321",".288","0.609","0.075","20","86","2","1","6","2","0","0","1",".215",".319",".270",".258",".258",".104","87.1","8.9",28.2,7,3.4,6.3,19.9,35.9,"98.680111262","93.37676239",24.7,56.4
"Carpenter, Kerry",681481,2024,26,264,296,75,36,16,5,18,75,22,25.3,7.4,".284",".587",".345","0.932","0.303","57","155","2","0","5","4","1","0","3",".260",".561",".390",".379",".327",".301","90.5","17.6",40.1,34,17.7,5.7,23.4,46.4,"100.928032292","94.944129215",30.3,50.5
"Slater, Austin",596103,2024,31,177,212,37,31,4,0,2,60,26,28.3,12.3,".209",".266",".321","0.587","0.057","18","47","2","3","5","5","0","0","4",".231",".326",".273",".307",".341",".095","88.2","7.2",37.2,4,3.3,6.6,33.9,37.2,"98.373260169","93.491320256",29.8,43
"Steer, Spencer",668715,2024,26,574,656,129,71,34,4,20,137,72,20.9,11,".225",".402",".319","0.721","0.177","92","231","3","25","5","8","1","0","2",".234",".392",".316",".321",".327",".159","88","17.4",34.2,28,6.4,7.7,23.7,39.9,"99.163434247","93.708755492",23.1,44.5
"Rendon, Anthony",543685,2024,34,206,238,45,35,10,0,0,35,23,14.7,9.7,".218",".267",".307","0.574","0.049","14","55","1","6","4","5","0","0","4",".226",".337",".264",".299",".316",".111","87.9","14.1",31.4,4,2.3,8.6,23.4,37.1,"97.612997471","92.991806897",12.5,40.1
"Walls, Taylor",670764,2024,27,218,252,40,31,5,3,1,67,31,26.6,12.3,".183",".248",".282","0.530","0.065","14","54","4","16","3","0","0","0","3",".183",".263",".245",".255",".283",".080","86.1","18.2",29.9,5,3.2,5.2,20.1,24,"95.086734605","91.544710263",25,45.1
"Judge, Aaron",592450,2024,32,559,704,180,85,36,1,58,171,133,24.3,18.9,".322",".701",".458","1.159","0.379","144","392","0","10","22","9","20","0","2",".304",".739",".476",".480",".445",".435","96.2","19",40.8,105,26.9,8.5,19.7,61,"107.20043567","99.103701521",30.7,42
"Swanson, Dansby",621020,2024,30,534,593,129,84,27,2,16,144,54,24.3,9.1,".242",".390",".312","0.702","0.148","66","208","3","19","7","2","2","0","3",".241",".423",".307",".324",".313",".181","89.4","10.4",32.6,36,9.2,7.9,22.4,42.7,"100.210263655","94.404024529",28.7,48.7
"Marte, Starling",516782,2024,35,335,370,90,67,13,3,7,81,27,21.9,7.3,".269",".388",".327","0.715","0.119","40","130","1","16","8","3","1","3","2",".285",".438",".313",".342",".342",".153","89.8","4.3",37.1,18,6.9,7.3,25.9,42.9,"101.20205624","94.944189",28.4,50.2
"Realmuto, J.T.",592663,2024,33,380,413,101,68,18,1,14,102,27,24.7,6.5,".266",".429",".322","0.751","0.163","47","163","2","2","7","5","1","0","1",".264",".466",".326",".340",".320",".202","89.2","9.4",36.9,29,10.4,9.7,23.7,46.6,"101.248653813","94.909982842",26.2,50.5
"Vázquez, Christian",543877,2024,33,294,315,65,48,10,0,7,65,11,20.6,3.5,".221",".327",".248","0.575","0.106","27","96","1","3","11","1","0","5","4",".231",".361",".250",".272",".261",".130","88.5","16.1",36.1,9,3.8,6.3,28.2,36.6,"98.036944138","93.213200991",20.8,51.7
"Gorman, Nolan",669357,2024,24,365,402,74,40,15,0,19,151,34,37.6,8.5,".203",".400",".271","0.671","0.197","50","146","1","6","2","1","1","0","2",".206",".440",".290",".308",".275",".235","88.5","20.3",40.3,36,16.7,5.1,19.9,38.6,"100.727790741","94.443953953",38.7,51
"Frazier, Adam",624428,2024,32,262,294,53,38,10,1,4,59,22,20.1,7.5,".202",".294",".282","0.576","0.092","22","77","0","3","0","7","0","3","0",".237",".323",".261",".290",".313",".087","84.5","15.3",37.9,6,2.9,4.9,27.2,22.8,"95.005808416","91.560763134",18.8,47
"Gallo, Joey",608336,2024,30,223,260,36,17,9,0,10,102,32,39.2,12.3,".161",".336",".277","0.613","0.175","27","75","1","3","1","4","0","0","1",".171",".359",".276",".288",".285",".188","90.5","26.1",32.8,16,13.1,8.2,18.9,43.4,"100.325545574","94.605556281",39.6,45.3
"Stott, Bryson",681082,2024,26,506,571,124,92,19,2,11,93,53,16.3,9.3,".245",".356",".315","0.671","0.111","57","180","3","32","9","3","1","0","9",".254",".369",".296",".311",".326",".115","87","14",35.3,15,3.6,5.2,27.3,30.8,"97.149266143","92.631038831",17,44.1
"McCutchen, Andrew",457705,2024,37,448,515,104,65,18,1,20,133,58,25.8,11.3,".232",".411",".328","0.739","0.179","50","184","2","3","9","7","1","0","2",".219",".421",".325",".325",".317",".201","88.5","14.3",31.9,38,12,5.7,19.2,36.9,"99.424962893","93.831123091",28.9,42
"Winker, Jesse",608385,2024,30,430,508,109,72,23,0,14,106,63,20.9,12.4,".253",".405",".360","0.765","0.152","58","174","4","14","12","10","2","2","3",".243",".388",".338",".330",".351",".145","88.6","14",30.1,25,7.6,3.3,28.3,37.4,"98.91091179","93.570274815",19.6,43.2
"Pillar, Kevin",607680,2024,35,284,314,65,40,16,1,8,69,16,22,5.1,".229",".377",".291","0.668","0.148","45","107","3","12","10","10","0","1","3",".219",".335",".293",".279",".284",".115","84.6","17.9",36.5,8,3.7,7.8,22.8,29.7,"96.438782936","92.245806101",24.5,52.4
"Kiner-Falefa, Isiah",643396,2024,29,465,496,125,95,18,4,8,78,16,15.7,3.2,".269",".376",".306","0.682","0.107","43","175","2","11","12","10","0","3","2",".251",".354",".299",".289",".291",".103","86.1","9.1",31.6,9,2.3,5.1,24.5,29.7,"96.695719581","92.34866123",14.8,46.1
"Schneider, Davis",676914,2024,25,397,454,76,43,19,1,13,144,47,31.7,10.4,".191",".343",".282","0.625","0.152","46","136","0","6","2","5","0","0","5",".195",".367",".277",".293",".288",".172","88.6","21.4",38,31,12,6.6,22.9,38,"98.986742636","93.569243488",30.6,42.5
"Haniger, Mitch",571745,2024,33,380,423,79,55,12,0,12,126,40,29.8,9.5,".208",".334",".286","0.620","0.126","44","127","0","0","10","2","0","0","1",".214",".380",".277",".298",".293",".166","90.6","13.7",31,23,9,8.2,23.9,45.9,"101.021551732","95.105264331",32.3,44
"Lopez, Otto",672640,2024,25,403,434,109,79,23,1,6,75,25,17.3,5.8,".270",".377",".313","0.690","0.107","39","152","4","20","13","1","0","2","2",".272",".402",".302",".317",".315",".129","88","5.4",30.4,17,5.1,4.8,27.4,38.9,"99.482984485","93.902266182",21.9,51.4
"Turner, Trea",607208,2024,31,505,539,149,103,25,0,21,98,27,18.2,5,".295",".469",".338","0.807","0.174","62","237","4","19","10","6","0","0","1",".263",".430",".349",".323",".307",".167","89.1","11.5",30.9,28,6.9,5.6,23.5,40.7,"99.706063382","94.073107543",26.1,53.7
"Bauers, Jake",641343,2024,28,302,346,60,37,9,2,12,118,39,34.1,11.3,".199",".361",".301","0.662","0.162","43","109","1","13","0","5","1","0","0",".200",".391",".294",".305",".302",".191","89.4","22.6",38.6,19,10.3,9.2,25.5,42.9,"99.96682033","94.377085138",29.1,45.8
